id,GLOBAL_SCORE
EK202310128595,137.73333333333332
EK202310228661,135.9
EK202310220811,142.9
EK202310104677,150.73333333333332
EK202310108708,143.43333333333334
EK202310235044,131.86666666666667
EK202310141363,154.4
EK202310174855,135.5
EK202310154755,144.46666666666667
EK202310157326,131.5
EK202310228659,134.7
EK202310215026,156.9
EK202310177129,143.86666666666667
EK202310178830,178.66666666666666
EK202310222959,124.56666666666666
EK202320007347,135.1
EK202310153807,160.13333333333333
EK202310165563,144.03333333333333
EK202310240070,112.6
EK202310171642,134.43333333333334
EK202310221419,132.53333333333333
EK202310210258,142.93333333333334
EK202310108225,147.33333333333334
EK202310156515,137.96666666666667
EK202320006021,174.73333333333332
EK202310214746,143.26666666666668
EK202310166648,138.36666666666667
EK202310243041,138.76666666666668
EK202310227731,127.76666666666667
EK202310118513,135.16666666666666
EK202310240129,147.86666666666667
EK202310140813,139.0
EK202310181628,141.16666666666666
EK202310126085,126.4
EK202310246101,149.43333333333334
EK202310113312,136.83333333333334
EK202310217968,135.9
EK202310213114,129.23333333333332
EK202310219800,144.2
EK202310184495,151.03333333333333
EK202310119316,141.76666666666668
EK202310180007,141.2
EK202310199156,133.86666666666667
EK202310177234,138.2
EK202310226743,133.86666666666667
EK202310189141,135.8
EK202320006005,156.6
EK202310227823,140.53333333333333
EK202310174022,146.93333333333334
EK202310134374,138.96666666666667
EK202310200180,132.43333333333334
EK202310161433,135.5
EK202310121700,133.46666666666667
EK202310237451,140.93333333333334
EK202310192827,144.2
EK202310160428,156.76666666666668
EK202310205223,143.0
EK202310111659,152.7
EK202310218773,140.16666666666666
EK202310161247,137.06666666666666
EK202310109618,132.6
EK202310155619,135.86666666666667
EK202310135096,159.7
EK202310188704,145.53333333333333
EK202310198311,158.43333333333334
EK202310138345,132.56666666666666
EK202310187653,148.5
EK202310223676,153.2
EK202310165688,136.6
EK202310104779,137.9
EK202320007241,166.0
EK202310247012,122.83333333333333
EK202310115649,138.2
EK202310158687,145.73333333333332
EK202310139898,143.16666666666666
EK202310183012,140.83333333333334
EK202310189323,179.16666666666666
EK202310236084,149.0
EK202310187745,156.5
EK202310213754,152.36666666666667
EK202310207691,133.86666666666667
EK202310213360,128.5
EK202310134511,143.16666666666666
EK202310162421,149.86666666666667
EK202310137854,136.2
EK202310150901,147.46666666666667
EK202310114810,142.53333333333333
EK202310110564,146.0
EK202310188498,121.7
EK202310122137,160.7
EK202310234827,133.26666666666668
EK202310123845,150.63333333333333
EK202310117679,133.8
EK202310226733,138.7
EK202310146806,141.7
EK202310186532,137.6
EK202310198523,124.8
EK202310169242,133.06666666666666
EK202310189605,147.7
EK202310177460,142.9
EK202310156053,140.46666666666667
EK202310138997,140.63333333333333
EK202310231114,130.4
EK202310147763,137.63333333333333
EK202310119709,143.93333333333334
EK202310121129,152.83333333333334
EK202310137901,139.0
EK202310144077,136.16666666666666
EK202310110337,128.96666666666667
EK202310184408,137.76666666666668
EK202310215841,128.76666666666668
EK202310157214,158.46666666666667
EK202310193140,135.2
EK202310216105,140.66666666666666
EK202310246420,126.0
EK202310118424,131.2
EK202310144290,139.46666666666667
EK202310236171,143.83333333333334
EK202310161913,149.4
EK202310116195,143.13333333333333
EK202310140252,136.76666666666668
EK202310238025,152.63333333333333
EK202310146861,141.86666666666667
EK202310125756,138.63333333333333
EK202310211082,141.5
EK202310202590,128.86666666666667
EK202310212292,142.16666666666666
EK202310151188,139.5
EK202310186431,160.16666666666666
EK202310197054,141.43333333333334
EK202310229535,138.1
EK202310237693,134.1
EK202310127899,145.73333333333332
EK202310125513,136.43333333333334
EK202310143417,153.33333333333334
EK202310114922,154.9
EK202310185011,152.43333333333334
EK202310157380,143.6
EK202310242841,126.06666666666666
EK202310128764,137.13333333333333
EK202310160302,141.0
EK202310132265,135.46666666666667
EK202310142152,131.0
EK202310184138,137.6
EK202310218922,146.6
EK202310105732,132.36666666666667
EK202310202421,142.8
EK202310204745,142.2
EK202310231651,138.4
EK202310206373,146.3
EK202310231327,137.13333333333333
EK202310129440,148.26666666666668
EK202310229405,141.73333333333332
EK202310233561,136.46666666666667
EK202310141433,141.56666666666666
EK202310164651,150.9
EK202310201935,143.53333333333333
EK202310184574,125.56666666666666
EK202310223915,153.76666666666668
EK202310200908,152.5
EK202310128941,149.03333333333333
EK202310186952,135.6
EK202310193974,143.9
EK202310169879,151.23333333333332
EK202310172093,140.3
EK202310184529,133.16666666666666
EK202310230089,150.2
EK202310181118,152.0
EK202310204225,139.0
EK202310112100,133.36666666666667
EK202310222373,165.16666666666666
EK202310182126,151.0
EK202310169072,140.0
EK202310203100,161.83333333333334
EK202310228065,144.7
EK202310003374,132.1
EK202310231993,149.13333333333333
EK202310166999,139.13333333333333
EK202310113561,159.8
EK202310150384,144.43333333333334
EK202310204151,134.23333333333332
EK202310243179,153.16666666666666
EK202310229664,145.26666666666668
EK202310214850,144.03333333333333
EK202310203348,149.06666666666666
EK202310146725,139.16666666666666
EK202310134763,134.63333333333333
EK202310145729,158.76666666666668
EK202310246535,135.23333333333332
EK202310141577,147.53333333333333
EK202310216160,117.9
EK202310116782,143.06666666666666
EK202310211327,135.06666666666666
EK202310204090,137.9
EK202310175898,163.43333333333334
EK202310226259,136.26666666666668
EK202310151274,142.83333333333334
EK202310154215,147.1
EK202310174277,142.5
EK202320006496,155.0
EK202310141969,149.26666666666668
EK202320005622,146.16666666666666
EK202310157093,158.86666666666667
EK202310139909,131.73333333333332
EK202310209908,138.83333333333334
EK202310218730,140.13333333333333
EK202310229718,131.46666666666667
EK202310111615,137.6
EK202310138168,129.46666666666667
EK202310162118,143.3
EK202310164185,143.6
EK202310123341,142.86666666666667
EK202310154152,140.6
EK202310169662,146.73333333333332
EK202310195289,132.53333333333333
EK202310247758,161.43333333333334
EK202310223580,136.6
EK202310104690,155.63333333333333
EK202310234439,135.0
EK202310225052,161.63333333333333
EK202310139674,153.76666666666668
EK202310186662,139.5
EK202310198339,142.33333333333334
EK202310219978,146.96666666666667
EK202310205279,149.63333333333333
EK202310241147,152.1
EK202310225981,157.7
EK202310168112,135.46666666666667
EK202310226106,144.2
EK202310116095,165.0
EK202310114593,144.6
EK202310175636,132.3
EK202310117905,150.53333333333333
EK202310200614,159.9
EK202310137390,145.86666666666667
EK202310196458,158.46666666666667
EK202310212839,138.5
EK202310149449,142.83333333333334
EK202310172721,145.5
EK202310133382,132.03333333333333
EK202310171991,150.6
EK202310178147,148.66666666666666
EK202310210822,127.0
EK202310169958,150.96666666666667
EK202310216612,144.7
EK202310190351,133.83333333333334
EK202310128333,143.6
EK202310156052,136.06666666666666
EK202310207300,137.3
EK202310148098,148.03333333333333
EK202310236834,146.53333333333333
EK202310206502,135.8
EK202310232490,146.4
EK202310115920,134.53333333333333
EK202310155557,144.96666666666667
EK202310118792,151.26666666666668
EK202310213449,137.03333333333333
EK202310157956,137.7
EK202310202461,147.73333333333332
EK202310210080,150.66666666666666
EK202310123713,148.5
EK202310138636,145.76666666666668
EK202310197194,135.8
EK202310136131,185.73333333333332
EK202310194280,138.63333333333333
EK202310144073,167.56666666666666
EK202310196767,151.46666666666667
EK202310152659,132.16666666666666
EK202310119318,133.76666666666668
EK202310175079,146.83333333333334
EK202310246973,142.56666666666666
EK202310177069,136.63333333333333
EK202310228915,149.13333333333333
EK202310237967,142.03333333333333
EK202310004766,147.03333333333333
EK202310197580,162.2
EK202310163370,138.46666666666667
EK202310126258,143.2
EK202320006245,157.53333333333333
EK202310214455,142.23333333333332
EK202310225077,165.86666666666667
EK202310121345,130.76666666666668
EK202310118753,122.03333333333333
EK202310209148,150.36666666666667
EK202310235651,130.2
EK202310195584,155.0
EK202310131541,139.5
EK202310167958,146.0
EK202310232848,135.06666666666666
EK202310112373,138.1
EK202310247588,178.03333333333333
EK202310124781,140.43333333333334
EK202310187345,164.63333333333333
EK202310117200,138.0
EK202310103838,135.2
EK202310123310,138.6
EK202310193567,154.83333333333334
EK202310176987,160.2
EK202310217483,139.43333333333334
EK202310219653,146.63333333333333
EK202310189258,144.06666666666666
EK202310213235,141.3
EK202310148485,140.03333333333333
EK202310243846,132.96666666666667
EK202310157685,137.7
EK202310228217,179.6
EK202310167414,149.6
EK202310116553,131.53333333333333
EK202310154306,153.3
EK202310218246,138.9
EK202310214924,156.7
EK202310124301,138.3
EK202310132969,125.93333333333334
EK202310116665,142.53333333333333
EK202310126109,149.9
EK202310246626,131.16666666666666
EK202310165655,131.53333333333333
EK202310222900,131.96666666666667
EK202310183920,134.23333333333332
EK202310188655,149.5
EK202310140837,140.0
EK202310110105,124.03333333333333
EK202310166926,172.33333333333334
EK202310222571,153.2
EK202310130862,141.8
EK202310159918,141.36666666666667
EK202310191732,172.3
EK202310154430,148.8
EK202310209379,137.9
EK202310242826,169.63333333333333
EK202310127621,137.13333333333333
EK202310144269,138.33333333333334
EK202310168554,169.83333333333334
EK202310225096,131.56666666666666
EK202310004191,127.66666666666667
EK202310198832,144.7
EK202310166122,167.63333333333333
EK202310197812,163.33333333333334
EK202310173577,146.76666666666668
EK202310107780,135.46666666666667
EK202310200080,148.6
EK202310244832,161.96666666666667
EK202310153701,141.4
EK202310248897,148.0
EK202310238758,147.26666666666668
EK202310180956,162.8
EK202310133597,171.2
EK202310165926,144.6
EK202310113563,171.16666666666666
EK202310219177,143.63333333333333
EK202310215546,143.73333333333332
EK202310239803,134.53333333333333
EK202310170081,128.6
EK202310206625,140.03333333333333
EK202310104069,129.3
EK202310186393,143.9
EK202310173267,139.43333333333334
EK202310110426,133.23333333333332
EK202310164765,143.46666666666667
EK202310158220,130.33333333333334
EK202310168816,139.83333333333334
EK202310204071,135.83333333333334
EK202310157259,144.03333333333333
EK202310156843,146.3
EK202310223529,135.66666666666666
EK202310149961,150.43333333333334
EK202310108241,136.26666666666668
EK202310168245,157.56666666666666
EK202310191021,138.06666666666666
EK202310165776,129.8
EK202310172874,138.03333333333333
EK202310163779,142.26666666666668
EK202310188731,163.96666666666667
EK202310105850,153.7
EK202310129025,153.16666666666666
EK202310122251,138.2
EK202310233739,143.83333333333334
EK202310145467,138.83333333333334
EK202310125541,130.03333333333333
EK202310128736,142.53333333333333
EK202310157339,156.56666666666666
EK202310204674,148.46666666666667
EK202310199931,134.6
EK202310159776,144.9
EK202310233618,158.23333333333332
EK202310209554,154.36666666666667
EK202310147590,153.5
EK202310233558,131.36666666666667
EK202310141475,148.36666666666667
EK202310192184,155.2
EK202310121465,133.73333333333332
EK202310144674,158.93333333333334
EK202310225145,143.33333333333334
EK202310211862,129.83333333333334
EK202310218476,135.5
EK202310227106,162.23333333333332
EK202310184475,137.76666666666668
EK202310132027,136.5
EK202310134826,146.13333333333333
EK202310182784,169.5
EK202310236142,125.23333333333333
EK202310215997,177.3
EK202310218885,162.7
EK202310189497,138.7
EK202310242392,144.33333333333334
EK202310139831,142.0
EK202310159899,137.16666666666666
EK202320007536,164.56666666666666
EK202310205864,138.33333333333334
EK202310205412,143.3
EK202310178623,146.23333333333332
EK202310144137,138.96666666666667
EK202310156851,147.46666666666667
EK202310200692,139.36666666666667
EK202310221442,150.1
EK202310225402,157.63333333333333
EK202310128314,144.66666666666666
EK202310135585,154.86666666666667
EK202310230304,173.13333333333333
EK202310106564,144.83333333333334
EK202310195276,134.7
EK202310168561,143.16666666666666
EK202310238035,144.8
EK202310210412,123.63333333333334
EK202310193015,135.36666666666667
EK202310160429,155.4
EK202310203227,130.8
EK202310144260,131.8
EK202310231994,153.3
EK202310169556,133.23333333333332
EK202310112231,150.06666666666666
EK202310179305,127.2
EK202310111693,123.46666666666667
EK202310163778,130.2
EK202310197562,153.83333333333334
EK202310147780,152.03333333333333
EK202310165497,175.23333333333332
EK202310191527,139.46666666666667
EK202310106149,136.2
EK202310179787,126.0
EK202310247018,152.06666666666666
EK202310177578,157.26666666666668
EK202310138872,172.43333333333334
EK202310204378,138.3
EK202310146296,136.5
EK202310110160,150.03333333333333
EK202310179095,148.1
EK202310220481,124.96666666666667
EK202310227227,135.0
EK202310234336,159.5
EK202310145809,135.9
EK202310209306,158.03333333333333
EK202310225649,129.23333333333332
EK202310226704,143.6
EK202310157072,154.0
EK202310121530,133.4
EK202310165600,132.53333333333333
EK202310197233,144.13333333333333
EK202310184332,127.46666666666667
EK202310143743,145.53333333333333
EK202310154640,146.23333333333332
EK202310158286,143.4
EK202310123880,143.4
EK202310182423,158.06666666666666
EK202310124053,133.56666666666666
EK202310206144,132.26666666666668
EK202310140890,138.36666666666667
EK202310127015,140.06666666666666
EK202310134941,156.66666666666666
EK202310119304,123.6
EK202310212796,139.13333333333333
EK202310108377,131.7
EK202310174180,147.9
EK202310239157,149.4
EK202310216632,134.16666666666666
EK202310172285,139.93333333333334
EK202310150279,154.13333333333333
EK202310186491,128.03333333333333
EK202310197932,146.26666666666668
EK202310120172,142.1
EK202310216664,159.7
EK202320006884,173.13333333333333
EK202310178918,132.03333333333333
EK202310144935,145.66666666666666
EK202310141510,134.6
EK202310216762,135.7
EK202310106406,129.36666666666667
EK202310111996,125.36666666666666
EK202310208681,133.23333333333332
EK202310226247,134.9
EK202310113253,178.4
EK202310122999,148.36666666666667
EK202310155079,153.76666666666668
EK202310160222,142.33333333333334
EK202310210742,141.3
EK202310156801,150.86666666666667
EK202310159360,138.93333333333334
EK202310180024,123.93333333333334
EK202310213928,146.6
EK202310152334,143.83333333333334
EK202310245937,135.23333333333332
EK202310164808,170.96666666666667
EK202310146870,130.0
EK202310163950,146.6
EK202310195716,133.96666666666667
EK202310150305,146.53333333333333
EK202310229713,131.8
EK202310188916,151.93333333333334
EK202310121395,143.03333333333333
EK202310160376,131.56666666666666
EK202310244651,144.33333333333334
EK202310150169,135.06666666666666
EK202310110958,138.16666666666666
EK202310143966,133.33333333333334
EK202310221741,159.8
EK202310187012,147.83333333333334
EK202310193822,183.16666666666666
EK202310172094,138.0
EK202310178633,135.66666666666666
EK202310117674,146.8
EK202310133805,130.36666666666667
EK202310180948,174.63333333333333
EK202310203849,149.36666666666667
EK202310149491,169.83333333333334
EK202310216830,153.5
EK202310229432,140.36666666666667
EK202310109652,140.0
EK202310181925,170.96666666666667
EK202310196245,137.96666666666667
EK202310248098,140.66666666666666
EK202310183221,164.96666666666667
EK202310196195,174.76666666666668
EK202310197137,134.56666666666666
EK202310110247,147.86666666666667
EK202310144126,145.5
EK202310156911,157.7
EK202310224215,139.06666666666666
EK202310236337,136.73333333333332
EK202310188431,159.76666666666668
EK202310137114,171.76666666666668
EK202310115030,149.9
EK202310117460,133.23333333333332
EK202310162361,140.4
EK202310130281,164.46666666666667
EK202310148428,151.3
EK202310163311,142.03333333333333
EK202310145526,136.33333333333334
EK202310235374,142.36666666666667
EK202310156223,157.36666666666667
EK202310151269,149.4
EK202310150741,131.43333333333334
EK202310225372,135.3
EK202310133344,149.1
EK202310127071,137.86666666666667
EK202310152237,141.03333333333333
EK202310244229,138.23333333333332
EK202310167190,143.33333333333334
EK202310154488,150.96666666666667
EK202310211108,142.73333333333332
EK202310114416,153.46666666666667
EK202310222978,154.13333333333333
EK202310187337,173.1
EK202310195712,162.76666666666668
EK202310176238,163.86666666666667
EK202310204719,141.06666666666666
EK202310184298,134.76666666666668
EK202310215525,145.7
EK202310154861,133.63333333333333
EK202310200739,138.23333333333332
EK202310242424,140.16666666666666
EK202310247300,140.46666666666667
EK202310116475,143.53333333333333
EK202310225458,141.93333333333334
EK202310126918,131.2
EK202310185579,136.06666666666666
EK202310241455,144.63333333333333
EK202310209465,135.13333333333333
EK202310142842,145.5
EK202310185122,146.7
EK202310223530,139.86666666666667
EK202310188514,138.73333333333332
EK202310171731,138.33333333333334
EK202310130376,157.03333333333333
EK202310222189,133.46666666666667
EK202310106430,140.9
EK202310127369,145.46666666666667
EK202310236443,136.33333333333334
EK202310182405,154.46666666666667
EK202310210187,136.56666666666666
EK202310116888,145.46666666666667
EK202310173132,162.76666666666668
EK202310108743,135.66666666666666
EK202310125006,136.93333333333334
EK202310213574,134.83333333333334
EK202310165356,135.66666666666666
EK202310149418,154.46666666666667
EK202310198882,129.3
EK202310231320,134.86666666666667
EK202310205653,134.56666666666666
EK202310198599,136.66666666666666
EK202310199963,131.96666666666667
EK202310173699,132.7
EK202310245726,133.06666666666666
EK202320006040,166.53333333333333
EK202310154743,142.0
EK202310188160,146.73333333333332
EK202310214367,153.3
EK202310103702,126.23333333333333
EK202310127965,146.96666666666667
EK202310203245,153.16666666666666
EK202310139888,131.03333333333333
EK202310108972,136.0
EK202310004612,131.26666666666668
EK202310143552,149.36666666666667
EK202310120024,148.4
EK202310221518,137.6
EK202310180966,173.23333333333332
EK202310193489,143.7
EK202310117005,140.83333333333334
EK202310213271,157.96666666666667
EK202310120394,140.1
EK202310183259,144.5
EK202310125697,151.83333333333334
EK202310110553,147.13333333333333
EK202310150138,142.76666666666668
EK202310169349,137.93333333333334
EK202310224959,141.23333333333332
EK202310003872,141.96666666666667
EK202310189922,167.26666666666668
EK202310196746,161.06666666666666
EK202310189397,133.06666666666666
EK202310154076,164.6
EK202310003409,134.43333333333334
EK202310132461,140.06666666666666
EK202310114430,146.6
EK202310207939,140.36666666666667
EK202310219274,132.1
EK202310226342,150.96666666666667
EK202310127397,134.1
EK202310237125,134.03333333333333
EK202310214068,151.1
EK202310184942,152.26666666666668
EK202310113334,131.66666666666666
EK202310121808,122.83333333333333
EK202310134472,143.3
EK202310213189,139.63333333333333
EK202310200986,139.8
EK202310183319,146.9
EK202310138451,128.36666666666667
EK202310134480,133.53333333333333
EK202310248001,154.93333333333334
EK202310215511,140.46666666666667
EK202310148692,146.6
EK202310003356,139.23333333333332
EK202310186363,123.73333333333333
EK202310117649,146.73333333333332
EK202310107222,107.5
EK202310140103,133.86666666666667
EK202310162055,172.6
EK202310160543,149.13333333333333
EK202310104526,138.8
EK202310111072,146.9
EK202310144115,137.63333333333333
EK202310227753,167.4
EK202310168401,150.96666666666667
EK202310225278,137.56666666666666
EK202310121727,132.76666666666668
EK202310209068,150.33333333333334
EK202310117324,142.3
EK202310119649,136.93333333333334
EK202310154151,133.76666666666668
EK202310235668,134.76666666666668
EK202310197052,135.6
EK202310133218,144.1
EK202310228623,137.36666666666667
EK202310236771,131.96666666666667
EK202320007756,149.26666666666668
EK202310123680,130.7
EK202310153796,151.8
EK202310184256,164.63333333333333
EK202310189360,174.0
EK202310169170,152.2
EK202310238568,153.33333333333334
EK202310147463,147.16666666666666
EK202310246348,135.86666666666667
EK202310146645,139.03333333333333
EK202310112043,123.63333333333334
EK202310126693,141.8
EK202310105633,134.3
EK202310108187,137.53333333333333
EK202310142659,138.1
EK202310154109,152.93333333333334
EK202310187961,166.5
EK202310138151,123.73333333333333
EK202310145768,153.96666666666667
EK202310204437,134.8
EK202310234444,148.6
EK202310146920,142.0
EK202310191972,136.7
EK202310135664,144.8
EK202310136647,163.6
EK202310149136,145.06666666666666
EK202310004755,142.6
EK202310003806,137.73333333333332
EK202320005862,151.43333333333334
EK202310238222,136.06666666666666
EK202310165638,154.06666666666666
EK202310195278,156.03333333333333
EK202310191050,150.16666666666666
EK202310165081,172.86666666666667
EK202310141108,141.06666666666666
EK202310225501,134.83333333333334
EK202310190006,154.26666666666668
EK202310232901,172.16666666666666
EK202310183145,145.93333333333334
EK202310133834,181.46666666666667
EK202310111865,137.66666666666666
EK202310233162,140.0
EK202310144096,127.6
EK202310241460,141.86666666666667
EK202310148061,142.26666666666668
EK202310123096,147.16666666666666
EK202310168745,142.73333333333332
EK202310232533,134.66666666666666
EK202310238139,143.73333333333332
EK202310107671,141.46666666666667
EK202310003635,144.2
EK202310160939,137.13333333333333
EK202310165138,152.9
EK202310177363,153.46666666666667
EK202310140380,150.96666666666667
EK202310127640,131.6
EK202310145483,135.06666666666666
EK202310144142,136.8
EK202310182466,142.73333333333332
EK202310134774,134.5
EK202310239504,156.3
EK202310179694,135.06666666666666
EK202310105818,141.33333333333334
EK202310206801,140.8
EK202310133427,137.3
EK202310172349,138.9
EK202310144166,130.63333333333333
EK202310118960,140.4
EK202310199115,161.43333333333334
EK202310213777,164.46666666666667
EK202310232118,139.4
EK202310204757,133.33333333333334
EK202310241858,127.06666666666666
EK202310204589,146.5
EK202310224131,146.1
EK202310160384,147.36666666666667
EK202310158733,137.26666666666668
EK202310139320,134.93333333333334
EK202310186373,154.0
EK202310207408,140.06666666666666
EK202310202032,136.36666666666667
EK202310191726,132.96666666666667
EK202310237659,146.06666666666666
EK202310202929,159.63333333333333
EK202310138221,131.63333333333333
EK202310213944,130.23333333333332
EK202310217592,138.03333333333333
EK202310156873,141.6
EK202310154026,126.23333333333333
EK202310227896,139.96666666666667
EK202310165724,164.36666666666667
EK202310160534,132.53333333333333
EK202310238733,138.3
EK202310187242,176.9
EK202310160829,144.96666666666667
EK202310160276,145.43333333333334
EK202310137939,128.66666666666666
EK202310200291,138.3
EK202310238138,147.6
EK202310217144,145.8
EK202310196491,137.93333333333334
EK202320006298,147.73333333333332
EK202310228178,137.16666666666666
EK202310138802,144.86666666666667
EK202310240713,140.9
EK202310175243,140.73333333333332
EK202310207967,130.46666666666667
EK202310107352,159.63333333333333
EK202310211309,134.4
EK202310131783,145.2
EK202310166826,151.26666666666668
EK202310112512,136.6
EK202310153955,157.2
EK202310223762,166.8
EK202310220803,135.4
EK202310191806,127.16666666666667
EK202310139794,131.16666666666666
EK202310004495,135.76666666666668
EK202310165321,142.26666666666668
EK202310152644,135.73333333333332
EK202310107844,146.73333333333332
EK202310224636,130.73333333333332
EK202310182912,144.56666666666666
EK202310227725,136.26666666666668
EK202310129401,128.4
EK202310132710,148.7
EK202310167591,159.66666666666666
EK202310209362,142.43333333333334
EK202310191553,151.2
EK202310191129,152.06666666666666
EK202310229273,135.6
EK202310177141,153.03333333333333
EK202310210987,129.16666666666666
EK202310246808,137.56666666666666
EK202310186424,142.93333333333334
EK202310243671,146.36666666666667
EK202310157978,131.16666666666666
EK202310141176,140.76666666666668
EK202310166632,152.33333333333334
EK202310188518,137.83333333333334
EK202310176726,143.6
EK202310232858,171.2
EK202310203103,147.86666666666667
EK202310172581,139.6
EK202310129669,143.9
EK202310149026,146.56666666666666
EK202310151271,132.3
EK202310164311,138.33333333333334
EK202310193156,151.93333333333334
EK202310183315,136.43333333333334
EK202310129742,159.23333333333332
EK202310244163,142.23333333333332
EK202310162820,133.96666666666667
EK202310158627,153.13333333333333
EK202310195793,138.8
EK202310243898,154.3
EK202310211036,131.23333333333332
EK202310231066,134.56666666666666
EK202310188792,153.0
EK202310181166,130.3
EK202310240476,131.36666666666667
EK202310197771,163.03333333333333
EK202310141037,147.96666666666667
EK202310204780,139.36666666666667
EK202310191058,152.4
EK202310173228,148.56666666666666
EK202310197491,150.4
EK202310156720,140.56666666666666
EK202310244219,149.36666666666667
EK202310119128,152.93333333333334
EK202310241327,155.9
EK202310152238,156.4
EK202310179839,130.26666666666668
EK202310238196,142.06666666666666
EK202310153091,174.1
